,1,3,5,7,9,prom_sub
sub_a,0.9600920951650038,0.9593869731800766,0.9603053435114504,0.9581430745814308,0.9574144486692016,0.9590683870214326
sub_b,0.949063670411985,0.9586155003762227,0.9615674453654861,0.9593067068575735,0.960546282245827,0.9578199210514189
sub_c,0.9386363636363636,0.952887537993921,0.9582384206529992,0.956060606060606,0.9568181818181818,0.9525282220324144
sub_d,0.9532640949554896,0.9579646017699115,0.9525200876552228,0.9503287070854638,0.9524158125915081,0.9532986608115191
sub_e,0.9665454545454546,0.9699192956713133,0.9663250366032211,0.9662261380323054,0.964155084125823,0.9666342017956234
sub_f,0.9249823071479123,0.9309859154929577,0.9354609929078014,0.9373665480427046,0.9385275196568977,0.9334646566496547
prom_k,0.9487639976437015,0.9549599707474005,0.9557362211160302,0.9545719634433474,0.9549795548512399,
