Cueanexo,Nombre,id_departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario
60610900,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 MARTÍN MIGUEL DE GÜEMES,6778,,,1.0,
60611000,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 JOSÉ HERNÁNDEZ,6778,,,1.0,
60611100,JARDÍN DE INFANTES Nº903  ADADINA TRAVESARO DE MONTESSORO,6778,1.0,1.0,,
60611200,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 GENERAL DON JOSÉ DE SAN MARTIN,6778,,,1.0,
60611300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 ALMAFUERTE,6778,,,,1.0
60611400,JARDÍN DE INFANTES Nº925 MARTÍN MIGUEL DE GÜEMES,6371,,1.0,,
60611500,CENTRO EDUCATIVO NIVEL SECUNDARIO Nº451 SOLDADOS CONSCRIPTOS DE MALVINAS,6371,,,,
60611600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº8 DOMINGO FAUSTINO SARMIENTO,6568,,,,1.0
60611700,ESCUELA DE ENFERMERIA DE LA CRUZ ROJA ARGENTINA,6568,,,,
60611800,JARDÍN DE INFANTES CASITA DE TODOS,6568,1.0,1.0,,
60611900,COLEGIO MARIA AUXILIADORA,6568,,,1.0,
60612000,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº6 CHACABUCO,6568,,,,1.0
60612100,INSTITUTO ALMIRANTE GUILLERMO BROWN,6568,,,,
60612200,JARDÍN DE INFANTES MARTÍN FIERRO,6371,,1.0,,
60612300,INSTITUTO JOSÉ HERNANDEZ,6371,,,,
60612400,INSTITUTO BALLESTER,6371,,,,1.0
60612500,JARDÍN DE INFANTES BALLESTER,6371,1.0,1.0,,
60612600,COLEGIO JOSÉ HERNÁNDEZ,6371,,,1.0,
60612700,INSTITUTO JOSÉ HERNANDEZ,6371,,,,1.0
60612800,INSTITUTO SUPERIOR DE COMERCIO Nº114 TUPAC AMARU II,6371,,,,
60612900,JARDÍN DE INFANTES Nº943 R. V. PEÑALOZZA (NORMAL SUPERIOR),6371,,1.0,,
60613000,ESCUELA DE EDUCACIÓN PRIMARIA Nº40 JOSÉ HERNANDEZ,6371,,,1.0,
60613100,ESCUELA NORMAL SUPERIOR ROSARIO VERA PEÑALOZA,6371,,,,
60613200,ESCUELA DE EDUCACIÓN PRIMARIA Nº86 ROSARIO V. PEÑALOZA,6371,,,1.0,
60613300,ESCUELA DE EDUCACIÓN SECUNDARIA N°7,6371,,,,1.0
60613400,I. S. F. D. Y T. Nº32 LIDIA GALLINO DE CAMINO,6063,,,,
60613500,ESCUELA SANTA ROSA DE LIMA,6063,,1.0,1.0,
60613600,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 MARCOS SASTRE,6063,,,1.0,
60613700,JARDÍN DE INFANTES Nº907 ROSARIO VERA PEÑALOZA,6063,1.0,1.0,,
60613800,ESCUELA ESPECIAL Nº502,6063,,,,
60613900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 GRAL. ANTONIO GONZÁLEZ BALCARCE,6063,,,,1.0
60613901,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,6063,,,,1.0
60613902,ANEXO II DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº1,6063,,,,1.0
60614000,JARDÍN DE INFANTES Nº909 GABRIELA MISTRAL,6063,1.0,1.0,,
60614100,JARDÍN DE INFANTES Nº903 JUANA MANSO,6063,1.0,1.0,,
60614200,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 INDEPENDENCIA NACIONAL,6063,,,1.0,
60614300,ESCUELA DE ADULTOS Nº701 DON JOSÉ DE LA CUADRA,6063,,,,
60614301,CENTRO DE ADULTOS Nº704/01,6063,,,,
60614302,CENTRO DE ADULTOS Nº705/01,6063,,,,
60614303,CENTRO DE ADULTOS Nº706/01,6063,,,,
60614400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 CARMELO SANCHEZ,6063,,,,1.0
60614500,INSTITUTO MARIA DEL ROSARIO,6560,,,1.0,
60614600,JARDÍN DE INFANTES Nº908 TAMBOR DE TACUARI,6560,,1.0,,
60614800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº10 16 DE SETIEMBRE,6560,,,,1.0
60614900,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 MARCOS DEL BUENO,6560,,,1.0,
60615000,ESCUELA DE EDUCACIÓN PRIMARIA Nº33 MIGUEL CANE,6560,,,1.0,
60615100,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 JOSÉ INGENIEROS,6560,,,1.0,
60615400,COLEGIO ELMINA PAZ DE GALLO,6568,,,,1.0
60615500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 CONGRESO DE TUCUMAN,6568,,,,1.0
60615600,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 HIPOLITO YRIGOYEN,6568,,,1.0,
60615700,JARDÍN DE INFANTES Nº926 M. B. D. NAUDEAU,6568,1.0,1.0,,
60615800,JARDÍN DE INFANTES Nº909 MALVINAS ARGENTINAS,6568,1.0,1.0,,
60615900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº22,6568,,,,1.0
60616000,ESCUELA DE EDUCACIÓN PRIMARIA Nº19 EJERCITO DE LOS ANDES,6568,,,1.0,
60616100,ESCUELA ESPECIAL Nº501 DOÑA MARTA RAMOS MEXIA DE GÜEMES,6568,,,,
60616200,COLEGIO WARD,6568,1.0,1.0,,
60616300,COLEGIO WARD,6568,,,,1.0
60616400,COLEGIO WARD,6568,,,1.0,
60616500,INSTITUTO PARROQUIAL SAN CARLOS BORROMEO,6568,,,,1.0
60616600,ESCUELA SAN CARLOS BORROMEO,6568,,,1.0,
60616900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12,6568,,,,1.0
60617000,INSTITUTO SANTA ROSA DE LIMA,6063,,,,1.0
60617100,ESCUELA CRISTIANA EVANGELICA ARGENTINA,6410,,,,1.0
60617200,INSTITUTO GENERAL SAN MARTIN,6410,1.0,1.0,1.0,
60617400,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 DR. JOSÉ B. CEREIJO,6063,,,1.0,
60617500,ESCUELA DE ADULTOS Nº702 PERITO MORENO,6063,,,,
60617501,CENTRO DE ADULTOS Nº708/02,6063,,,,
60617502,CENTRO DE ADULTOS Nº707,6063,,,,
60617600,JARDÍN DE INFANTES Nº902 MERCEDES DE SAN MARTIN,6063,1.0,1.0,,
60617700,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 REPÚBLICA DEL PARAGUAY,6410,,,,1.0
60617800,INSTITUTO TÉCNICO INDUSTRIAL SAN JUDAS TADEO,6410,,,,1.0
60617900,INSTITUTO SANTA MARIA DE GUADALUPE,6410,,,,1.0
60618000,ESCUELA PARROQUIAL SAN JUDAS TADEO,6410,,1.0,1.0,
60618100,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 GENERAL BARTOLOME MITRE,6410,,,1.0,
60618200,ESCUELA DE EDUCACIÓN PRIMARIA Nº67 MARÍA ELENA WALSH,6560,,,1.0,
60618300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº12 CATARATAS DEL IGUAZU,6560,,,,1.0
60618400,ESCUELA DE EDUCACIÓN PRIMARIA Nº72 ABUELAS Y MADRES DE PLAZA DE MAYO,6560,,,1.0,
60618500,ESCUELA DE EDUCACIÓN PRIMARIA Nº73 NACION ARGENTINA,6560,,,1.0,
60618600,ESCUELA DE EDUCACIÓN PRIMARIA Nº55 MAESTRO ANTONIO LAMBIN,6560,,,1.0,
60618800,ESCUELA DE EDUCACIÓN PRIMARIA Nº35 FLORENTINO AMEGHINO,6826,,,1.0,
60618900,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 GRAL.GERARDO BARRIOS,6826,,,1.0,
60619000,JARDÍN DE INFANTES Nº910 AUGUSTO OUSTRY,6826,,1.0,,
60619200,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 JORGE JUAN JAUREGUI,6826,,,1.0,
60619300,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 LUCAS KRAGLIEVICH,6063,,,,1.0
60619400,ESCUELA REPÚBLICA ARGENTINA,6063,1.0,1.0,1.0,
60619500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 DR MARCIANO ALDUNCIN,6791,,,,1.0
60619600,ESCUELA DE EDUCACIÓN PRIMARIA Nº59 JUAN FUGL,6791,,,1.0,
60619700,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 VI BRIGADA AÉREA,6791,,,,1.0
60619800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº5,6410,,,,1.0
60619900,JARDÍN DE INFANTES SAN CARLOS BORROMEO,6568,1.0,1.0,,
60620000,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº45 JULIO CORTÁZAR,6568,,,,
60620100,JARDÍN DE INFANTES Nº906 PICHI LIHUEL,6568,1.0,1.0,,
60620200,JARDÍN DE INFANTES Nº902 MARTÍN MIGUEL DE GÜEMES,6410,1.0,1.0,,
60620300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 16 DE SETIEMBRE,6410,,,,1.0
60620400,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 MANUEL RODRIGUEZ FRAGIO,6410,,,1.0,
60620500,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 PAUL GROUSSAC,6410,,,1.0,
60620600,ESCLAVAS DEL SAGRADO CORAZON DE JESUS,6410,,,,1.0
60620700,INSTITUTO MADRE SOFIA BUNGE,6410,,,,1.0
60620800,INSTITUTO SAN FRANCISCO SOLANO,6410,,,,1.0
60620900,INSTITUTO SAN FRANCISCO SOLANO,6410,,,1.0,
60621000,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 FRANCISCO JAVIER MUÑIZ,6410,,,1.0,
60621100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 DR. RENÉ FAVALORO,6063,,,,1.0
60621200,ESCUELA DE ARTE ASTOR PIAZZOLLA,6063,,,,
60621300,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 DOMINGO FAUSTINO SARMIENTO,6063,,,1.0,
60621400,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 GENERAL JOSÉ SAN MARTIN,6063,,,1.0,
60621500,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 BERNARDINO RIVADAVIA,6063,,,1.0,
60621600,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 HIPÓLITO IRIGOYEN,6063,,,1.0,
60621700,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 MALVINAS ARGENTINAS,6063,,,1.0,
60621800,ESCUELA DE EDUCACIÓN PRIMARIA Nº45 GENDARMERIA NACIONAL,6063,,,1.0,
60621900,COLEGIO CRISTIANO EVANGÉLICO SECUNDARIO PRÍNCIPE DE PAZ,6441,,,,1.0
60622100,ESCUELA DE EDUCACIÓN PRIMARIA Nº75 DR. ANTONIO P. QUIJANO,6441,,,1.0,
60622200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,6441,,,,1.0
60622201,ANEXO I DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº9,6441,,,,1.0
60622400,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 AMANCIO WILLIAMS,6357,,,,1.0
60622500,ESCUELA ESPECIAL Nº503 RENE FAVALORO,6357,,,,
60622700,ESCUELA DE EDUCACIÓN PRIMARIA Nº92 AMERICA,6441,,,1.0,
60622800,LEANDRO N ALEM,6462,,,,1.0
60622900,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 EDMUNDO BANBURY PERKINS,6462,,,1.0,
60623000,ESCUELA DE EDUCACIÓN PRIMARIA Nº20 JOSÉ LEON SUAREZ,6462,,,1.0,
60623100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº32 MARY O GRAHAM,6441,,,,1.0
60623200,ESCUELA DE EDUCACIÓN PRIMARIA Nº127 MARY O'GRAHAM,6441,,,1.0,
60623300,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 DR. RICARDO GUTIERREZ,6441,,,1.0,
60623500,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 TENIENTE BENJAMIN MATIENZO,6568,,,1.0,
60623600,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 I BRIGADA AÉREA EL PALOMAR PROF. HÉCTOR A. LAGUARDE,6568,,,,1.0
60623800,JARDÍN DE INFANTES EL PORTAL DE BELEN,6568,1.0,1.0,,
60623900,COLEGIO NUESTRA SEÑORA DE LORETO,6568,,,1.0,
60624000,ESCUELA DE EDUCACIÓN PRIMARIA Nº93 MARCELINO CHAMPAGNAT,6568,,,1.0,
60624200,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 REPÚBLICA DE ITALIA,6441,,,,1.0
60624300,INSTITUTO HIJAS DE LA CRUZ,6441,,,,1.0
60624400,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 DR. BERNARDO ALBERTO HOUSSAY,6462,,,,1.0
60624500,ESCUELA ESPECIAL Nº513,6357,,,,
60624600,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 JOSÉ DE SAN MARTIN,6826,,,1.0,
60624800,JARDÍN DE INFANTES Nº907 LIHUEN,6826,1.0,1.0,,
60624900,ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE Nº1,6826,,,,1.0
60625000,INSTITUTO MIGUEL DI GERONIMO,6826,,,1.0,
60625100,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 ALMAFUERTE,6826,,,1.0,
60625200,INSTITUTO MARTÍN MIGUEL DE GÜEMES,6560,,1.0,1.0,
60625300,ESCUELA DE EDUCACIÓN SECUNDARIA Nº16 FLORENCIO MOLINA CAMPOS,6560,,,,1.0
60625400,JARDÍN DE INFANTES Nº928 ESTEBAN ECHEVERRIA,6560,,1.0,,
60625500,INSTITUTO MARIA DE LUJAN SIERRA,6560,,1.0,1.0,
60625700,COLEGIO THOMAS JEFFERSON,6560,,,,1.0
60625800,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 JOSÉ MANUEL ESTRADA,6826,,,1.0,
60625900,COLEGIO UNIVERSITAS,6441,,,,1.0
60626000,INSTITUTO SAGRADO CORAZON DE JESUS,6441,,,,1.0
60626100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28 DANTE L. SEGUNDO PEREIRA,6441,,,,1.0
60626101,EXTENSIÓN Nº1 DE ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,6441,,,,1.0
60626200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 GENERAL DON JOSÉ DE SAN MARTÍN,6408,,,,1.0
60626300,INSTITUTO PADRE OSIMATO,6568,,,1.0,
60626400,ESCUELA PARROQUIAL MARIA REINA,6568,,,1.0,
60626700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 MANUEL DORREGO,6408,,,,1.0
60626800,INSTITUTO CARDENAL STEPINAC,6408,,,,1.0
60626900,INSTITUTO CARDENAL STEPINAC,6408,,,,1.0
60627000,INSTITUTO SAGRADO CORAZON DE JESUS,6408,,,,1.0
60627100,INSTITUTO ALMIRANTE GUILLERMO BROWN,6568,,,,1.0
60627200,JARDÍN DE INFANTES Nº910 MANE BERNARDO,6882,1.0,1.0,,
60627300,INSTITUTO NUESTRA SEÑORA DEL PILAR,6410,,,,1.0
60627400,JARDÍN DE INFANTES Nº903 TOMAS MARICIC,6408,1.0,1.0,,
60627500,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 JUAN MANUEL DE ROSAS,6408,,,1.0,
60627600,INSTITUTO ALMIRANTE GUILLERMO BROWN,6568,,,1.0,
60627700,ESCUELA GENERAL MANUEL BELGRANO,6410,,,1.0,
60627800,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 CRUCERO GENERAL BELGRANO,6882,,,1.0,
60627900,JARDÍN DE INFANTES Nº907 SAN JUAN BOSCO,6882,1.0,1.0,,
60628100,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 GENERAL MANUEL BELGRANO,6154,,,1.0,
60628200,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 DOMINGO FAUSTINO SARMIENTO,6154,,,1.0,
60628300,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 GENERAL JOSÉ DE SAN MARTIN,6154,,,1.0,
60628400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2 MANUEL BELGRANO,6154,,,,1.0
60628500,ESCUELA DE EDUCACIÓN PRIMARIA Nº17 BERNARDINO RIVADAVIA,6161,,,1.0,
60628600,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 ARTURO R. YEOMANS,6588,,,1.0,
60628700,CENTRO DE ADULTOS Nº702,6588,,,,
60628800,INSTITUTO JUAN LUIS VIVES,6868,,,,1.0
60628900,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 EJERCITO DE LOS ANDES,6588,,,1.0,
60629100,ESCUELA DE EDUCACIÓN PRIMARIA Nº61 PROVINCIA DE SAN JUAN,6357,,,1.0,
60629200,JARDÍN DE INFANTES Nº914 JOSÉ P. VARELA,6182,1.0,1.0,,
60629300,COLEGIO VIRGEN DEL CARMEN,6861,,1.0,1.0,
60629400,ESCUELA DE EDUCACIÓN PRIMARIA Nº60 EVA PERON,6560,,,1.0,
60629500,ESCUELA DE EDUCACIÓN PRIMARIA Nº37 DR. ROQUE SAENZ PEÑA,6560,,,1.0,
60629600,ESCUELA DE ADULTOS Nº702 RIO DE LA PLATA,6560,,,,
60629601,CENTRO DE ADULTOS Nº707/02,6560,,,,
60629602,CENTRO DE ADULTOS Nº709/02,6560,,,,
60629603,CENTRO DE ADULTOS Nº708,6560,,,,
60629700,ESCUELA DE EDUCACIÓN PRIMARIA Nº18 CONSTANCIO C. VIGIL,6154,,,1.0,
60629800,JARDÍN DE INFANTES Nº903,6868,1.0,1.0,,
60630000,ESCUELA ESPECIAL Nº501,6154,,,,
60630100,JARDÍN DE INFANTES Nº902 GUILLERMO A. SERE,6154,1.0,1.0,,
60630200,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº61,6154,,,,
60630300,JARDÍN DE INFANTES Nº901 MARIQUITA SANCHEZ,6154,1.0,1.0,,
60630400,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 NORBERTO RAUL ZANELLA,6161,,,,1.0
60630403,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 - EXTENSIÓN I,6161,,,,1.0
60630500,JARDÍN DE INFANTES Nº902 MARCOS SASTRE,6161,1.0,1.0,,
60630600,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 GENERAL JOSÉ DE SAN MARTIN,6161,,,1.0,
60630700,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 DOMINGO OJEDA,6161,,,1.0,
60630800,ESCUELA ESPECIAL Nº501 IGNACIO CANAL,6161,,,,
60631000,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 JUAN BAUTISTA ALBERDI,6154,,,1.0,
60631100,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 JUANA CUNTIN DE ALMIRON,6154,,,1.0,
60631200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 MARTÍN MIGUEL DE GÜEMES,6154,,,,1.0
60631300,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 TRENQUE LAUQUEN,6154,,,1.0,
60631400,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 HIPOLITO YRIGOYEN,6154,,,1.0,
60631500,CENTRO DE ADULTOS Nº704,6154,,,,
60631600,JARDÍN DE INFANTES Nº903 GRANADEROS DE LA LIBERTAD,6154,1.0,1.0,,
60631700,JARDÍN DE INFANTES Nº905 MERCEDITAS,6154,1.0,1.0,,
60631800,ESCUELA DE EDUCACIÓN PRIMARIA Nº61 BENITO QUINQUELA MARTIN,6560,,,1.0,
60632000,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 GENERAL JOSÉ DE SAN MARTIN,6770,,,1.0,
60632100,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 CORONEL FELIX BOGADO,6770,,,1.0,
60632300,JARDÍN DE INFANTES Nº905 ERNESTO ALVES,6770,1.0,1.0,,
60632400,ESCUELA DE EDUCACIÓN PRIMARIA Nº35 EMILIO CASTRO,6770,,,1.0,
60632500,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 MARTÍN MIGUEL DE GÜEMES,6770,,,1.0,
60632600,ESCUELA DE EDUCACIÓN PRIMARIA Nº56 CLARISA VILLAAMIL,6224,,,1.0,
60632800,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 JOSÉ HERNANDEZ,6515,,,1.0,
60632900,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 GENERAL DON JOSÉ DE SAN MARTIN,6525,,,1.0,
60633000,JARDÍN DE INFANTES Nº901,6525,1.0,1.0,,
60633100,ESCUELA NORMAL SUPERIOR Nº112 DOMINGO F. SARMIENTO,6760,,,,
60633200,ESCUELA DE EDUCACIÓN PRIMARIA Nº29 LEOPOLDO HERRERA,6412,,,1.0,
60633300,ESCUELA ESPECIAL Nº504 COOPERATIVA ESCOLAR LAS ABEJAS,6049,,,,
60633400,ESCUELA DE EDUCACIÓN PRIMARIA Nº14 GENERAL CAMILO A. GAY,6049,,,1.0,
60633500,JARDÍN DE INFANTES Nº909 DOMINGO FAUSTINO SARMIENTO,6049,1.0,1.0,,
60633600,ESCUELA DE EDUCACIÓN PRIMARIA Nº27 JUANA MANSO,6049,,,1.0,
60633700,JARDÍN DE INFANTES Nº912 DR. RENE FAVALORO,6049,1.0,1.0,,
60633800,ESCUELA DE EDUCACIÓN PRIMARIA Nº34 FRAY JUSTO SANTA MARIA DE ORO,6049,,,1.0,
60634000,ESCUELA DE EDUCACIÓN PRIMARIA Nº25 ESTEBAN ECHEVERRIA,6049,,,1.0,
60634100,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 PATRICIAS ARGENTINA,6049,,,1.0,
60634300,ESCUELA DE EDUCACIÓN PRIMARIA Nº9 CACIQUE CIPRIANO CATRIEL,6049,,,1.0,
60634400,ESCUELA DE EDUCACIÓN PRIMARIA Nº16 ANTÁRTIDA ARGENTINA,6049,,,1.0,
60634500,ESCUELA NACIONAL DE BELLAS ARTES Nº2 LUCIANO FORTABAT,6049,,,,
60634600,ESCUELA DE EDUCACIÓN PRIMARIA Nº67 BERNARDINO RIVADAVIA,6049,,,1.0,
60634700,CENTRO EDUCATIVO DE NIVEL SECUNDARIO N°452,6049,,,,
60634900,COLEGIO SAGRADO CORAZON,6196,,,1.0,
60635000,ESCUELA SAGRADO CORAZON,6196,,,,1.0
60635100,JARDÍN LAURA VICUÑA,6196,1.0,1.0,,
60635200,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 HIPOLITO YRIGOYEN,6196,,,1.0,
60635300,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 GIOFFREDO FLESIA,6196,,,1.0,
60635400,ESCUELA DE EDUCACIÓN PRIMARIA Nº39 FUERZA AEREA ARGENTINA,6392,,,1.0,
60635500,JARDÍN DE INFANTES Nº907 GENERAL JOSÉ DE SAN MARTIN,6392,1.0,1.0,,
60635600,ESCUELA DE EDUCACIÓN PRIMARIA Nº29,6392,,,1.0,
60635700,ESCUELA DE EDUCACIÓN PRIMARIA Nº21 JOSÉ MANUEL ESTRADA,6392,,,1.0,
60635800,COLEGIO MARIA INMACULADA,6392,,,1.0,
60635900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº4 MIGUEL CANE,6392,,,,1.0
60636000,JARDÍN DE INFANTES Nº910 GRANADEROS DE SAN MARTIN,6392,1.0,1.0,,
60636100,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 BARTOLOME MITRE,6392,,,1.0,
60636200,ESCUELA DE EDUCACIÓN PRIMARIA Nº10 RICARDO GÜIRALDES,6392,,,1.0,
60636300,ESCUELA DE EDUCACIÓN PRIMARIA Nº22 NUESTRA SEÑORA DE LUJÁN,6392,,,1.0,
60636400,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 BERNARDINO RIVADAVIA,6392,,,1.0,
60636700,ESCUELA DE EDUCACIÓN PRIMARIA Nº38 SARGENTO CABRAL,6392,,,1.0,
60636800,JARDÍN DE INFANTES Nº912 ARMADA ARGENTINA,6392,1.0,1.0,,
60637100,ESCUELA DE EDUCACIÓN PRIMARIA Nº34 CATALINA ROTH,6392,,,1.0,
60637200,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 ALMIRANTE GUILLERMO BROWN,6392,,,1.0,
60637300,JARDÍN DE INFANTES Nº911 ALFONSINA STORNI,6392,1.0,1.0,,
60637400,COLEGIO MARÍA INMACULADA,6392,,,,1.0
60637600,ESCUELA DE EDUCACIÓN SECUNDARIA Nº3 BARTOLOME MITRE,6392,,,,1.0
60637700,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,6392,,,,1.0
60637800,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 JUANA AZURDUY DE PADILLA,6655,,,1.0,
60637900,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 JUAN JOSÉ PASO,6655,,,1.0,
60638000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº2,6655,,,,1.0
60638100,ESCUELA DE ADULTOS Nº701,6655,,,,
60638200,ESCUELA DE EDUCACIÓN PRIMARIA Nº11 CORONEL DE MARINA LEONARDO ROSALES,6505,,,1.0,
60638300,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 BASE AERONAVAL PUNTA INDIO,6655,,,,1.0
60638400,INSTITUTO SUP. DE FORM. DOC. Nº28,6854,,,,
60638401,ANEXO I DEL INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº28,6854,,,,
60638500,ESCUELA DE EDUCACIÓN SECUNDARIA Nº7 ANTONIO E DIAZ,6854,,,,1.0
60638600,ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1 PEDRO EDGARDO GIACHINO,6476,,,,1.0
60638800,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 PARAJE EL LENGUARAZ,6476,,,1.0,
60639000,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 JUAN JOSÉ CASTELLI,6791,,,1.0,
60639100,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 MIGUEL DE AZCUENAGA,6791,,,1.0,
60639200,ESCUELA DE EDUCACIÓN PRIMARIA Nº29 CORNELIO SAAVEDRA,6791,,,1.0,
60639400,ESCUELA DE EDUCACIÓN PRIMARIA Nº6 SAN ANTONIO,6791,,,1.0,
60639500,JARDÍN DE INFANTES Nº918,6791,1.0,1.0,,
60639600,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 TAMBOR DE TACUARI,6134,,,1.0,
60639700,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 MARIANO MORENO,6134,,,1.0,
60639800,ESCUELA DE EDUCACIÓN PRIMARIA Nº13 PAULA ALBARRACIN DE SARMIENTO,6134,,,1.0,
60639900,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 25 DE MAYO,6553,,,1.0,
60640000,ESCUELA DE EDUCACIÓN PRIMARIA Nº2 ESTEBAN DUFAUR,6553,,,1.0,
60640100,ESCUELA DE EDUCACIÓN PRIMARIA Nº1 FLORENTINO AMEGHINO,6553,,,1.0,
60640200,ESCUELA DE EDUCACIÓN SECUNDARIA Nº1 ING. ESTEBAN DUFAUR,6553,,,,1.0
60640400,CENTRO DE EDUCACION DE ADULTOS Nº701 FLORENTINO AMEGHINO,6553,,,,
60640500,ESCUELA ESPECIAL Nº501 CAROLINA TOBAR GARCIA,6553,,,,
